CNPJ;RazaoSocial;Trimestre;Ano;ValorDespesas;CNPJ_Valido;RegistroANS;Modalidade;UF
67839969000121;AMEPLAN ASSISTÊNCIA MÉDICA PLANEJADA LTDA;2T;2025;4208723.00;True;394734;Medicina de Grupo;SP
67839969000121;AMEPLAN ASSISTÊNCIA MÉDICA PLANEJADA LTDA;3T;2025;5115204.00;True;394734;Medicina de Grupo;SP
68204486000113;UNIMED DE DRACENA - COOPERATIVA DE TRABALHO MÉDICO;1T;2025;66042.00;True;314781;Cooperativa Médica;SP
68204486000113;UNIMED DE DRACENA - COOPERATIVA DE TRABALHO MÉDICO;2T;2025;666815.00;True;314781;Cooperativa Médica;SP
68204486000113;UNIMED DE DRACENA - COOPERATIVA DE TRABALHO MÉDICO;3T;2025;13874071.00;True;314781;Cooperativa Médica;SP
68668045000172;AMESC - ASSOCIAÇÃO MÉDICA ESPÍRITA CRISTÃ;2T;2025;103980.00;True;401081;Medicina de Grupo;RJ
68668045000172;AMESC - ASSOCIAÇÃO MÉDICA ESPÍRITA CRISTÃ;3T;2025;7642485.00;True;401081;Medicina de Grupo;RJ
68682715000105;PLAMER PLANO MEDICO RESENDE LTDA;1T;2025;85300.00;True;324299;Medicina de Grupo;RJ
68682715000105;PLAMER PLANO MEDICO RESENDE LTDA;2T;2025;241390.00;True;324299;Medicina de Grupo;RJ
68682715000105;PLAMER PLANO MEDICO RESENDE LTDA;3T;2025;1460189.00;True;324299;Medicina de Grupo;RJ
68687722000108;G & M ASSESSORIA MEDICA EMPRESARIAL LTDA;1T;2025;16660.00;True;409286;Medicina de Grupo;RJ
68687722000108;G & M ASSESSORIA MEDICA EMPRESARIAL LTDA;2T;2025;495974.00;True;409286;Medicina de Grupo;RJ
68687722000108;G & M ASSESSORIA MEDICA EMPRESARIAL LTDA;3T;2025;134943.00;True;409286;Medicina de Grupo;RJ
68709211000131;UNIMED RESENDE COOPERATIVA DE TRABALHO MÉDICO;1T;2025;33326.00;True;330566;Cooperativa Médica;RJ
68709211000131;UNIMED RESENDE COOPERATIVA DE TRABALHO MÉDICO;2T;2025;5483522.00;True;330566;Cooperativa Médica;RJ
68709211000131;UNIMED RESENDE COOPERATIVA DE TRABALHO MÉDICO;3T;2025;428274.00;True;330566;Cooperativa Médica;RJ
69015113000167;UNIODONTO DE AMERICANA COOPERATIVA ODONTOLÓGICA;1T;2025;488895.00;True;347604;Cooperativa odontológica;SP
69015113000167;UNIODONTO DE AMERICANA COOPERATIVA ODONTOLÓGICA;2T;2025;925022.00;True;347604;Cooperativa odontológica;SP
69015113000167;UNIODONTO DE AMERICANA COOPERATIVA ODONTOLÓGICA;3T;2025;1596796.00;True;347604;Cooperativa odontológica;SP
69087922000184;UNIMED NORTE PAULISTA - COOPERATIVA DE TRABALHO MÉDICO;1T;2025;32275.00;True;323055;Cooperativa Médica;SP
69087922000184;UNIMED NORTE PAULISTA - COOPERATIVA DE TRABALHO MÉDICO;2T;2025;38188036.00;True;323055;Cooperativa Médica;SP
69087922000184;UNIMED NORTE PAULISTA - COOPERATIVA DE TRABALHO MÉDICO;3T;2025;356197.00;True;323055;Cooperativa Médica;SP
69099307000198;CROWN ODONTOLOGIA DE GRUPO LTDA;1T;2025;46230.00;True;397245;Odontologia de Grupo;SP
69099307000198;CROWN ODONTOLOGIA DE GRUPO LTDA;2T;2025;100405.00;True;397245;Odontologia de Grupo;SP
69099307000198;CROWN ODONTOLOGIA DE GRUPO LTDA;3T;2025;70497.00;True;397245;Odontologia de Grupo;SP
69259356000140;S.P.A SAUDE- SISTEMA DE PROMOÇÃO ASSISTENCIAL;1T;2025;60348.00;True;324493;Autogestão;SP
69259356000140;S.P.A SAUDE- SISTEMA DE PROMOÇÃO ASSISTENCIAL;2T;2025;126932.00;True;324493;Autogestão;SP
69259356000140;S.P.A SAUDE- SISTEMA DE PROMOÇÃO ASSISTENCIAL;3T;2025;281410.00;True;324493;Autogestão;SP
69289171000189;ATÍVIA SERVIÇOS DE SAÚDE S/A;2T;2025;17891970.00;True;320510;Medicina de Grupo;SP
69289171000189;ATÍVIA SERVIÇOS DE SAÚDE S/A;3T;2025;33874480.00;True;320510;Medicina de Grupo;SP
69612158000119;UNIMED REGIONAL DE PICOS - COOPERATIVA DE TRABALHO MÉDICO;1T;2025;391933.00;True;313475;Cooperativa Médica;PI
69612158000119;UNIMED REGIONAL DE PICOS - COOPERATIVA DE TRABALHO MÉDICO;3T;2025;720.00;True;313475;Cooperativa Médica;PI
70094578000130;COMSEDER - COOPERATIVA DE ASSISTÊNCIA MÉDICA DOS SERVIDORES DA SUPLAN E DO DER LTDA;1T;2025;438030.00;True;390259;Autogestão;PB
70094578000130;COMSEDER - COOPERATIVA DE ASSISTÊNCIA MÉDICA DOS SERVIDORES DA SUPLAN E DO DER LTDA;2T;2025;1091198.00;True;390259;Autogestão;PB
70094578000130;COMSEDER - COOPERATIVA DE ASSISTÊNCIA MÉDICA DOS SERVIDORES DA SUPLAN E DO DER LTDA;3T;2025;1701798.00;True;390259;Autogestão;PB
70523899000102;UNIMED VALE DO JAURU COOPERATIVA DE TRABALHO MÉDICO;1T;2025;995613.00;True;370975;Cooperativa Médica;MT
70523899000102;UNIMED VALE DO JAURU COOPERATIVA DE TRABALHO MÉDICO;2T;2025;1994323.00;True;370975;Cooperativa Médica;MT
70523899000102;UNIMED VALE DO JAURU COOPERATIVA DE TRABALHO MÉDICO;3T;2025;3072776.00;True;370975;Cooperativa Médica;MT
71063853000110;UNIMED ITAÚNA COOPERATIVA DE TRABALHO MÉDICO LTDA.;1T;2025;744756.00;True;356581;Cooperativa Médica;MG
71063853000110;UNIMED ITAÚNA COOPERATIVA DE TRABALHO MÉDICO LTDA.;2T;2025;643247.00;True;356581;Cooperativa Médica;MG
71063853000110;UNIMED ITAÚNA COOPERATIVA DE TRABALHO MÉDICO LTDA.;3T;2025;4181006.00;True;356581;Cooperativa Médica;MG
71064539000152;UNIMED SUDOESTE DE MINAS COOPERATIVA DE TRABALHO MÉDICO;1T;2025;1301002.00;True;324175;Cooperativa Médica;MG
71064539000152;UNIMED SUDOESTE DE MINAS COOPERATIVA DE TRABALHO MÉDICO;2T;2025;1134772.00;True;324175;Cooperativa Médica;MG
71064539000152;UNIMED SUDOESTE DE MINAS COOPERATIVA DE TRABALHO MÉDICO;3T;2025;3656043.00;True;324175;Cooperativa Médica;MG
71186886000158;UNIMED SÃO JOÃO NEPOMUCENO COOPERATIVA DE TRABALHO MÉDICO LTDA.;1T;2025;602514.00;True;327638;Cooperativa Médica;MG
71186886000158;UNIMED SÃO JOÃO NEPOMUCENO COOPERATIVA DE TRABALHO MÉDICO LTDA.;2T;2025;1367492.00;True;327638;Cooperativa Médica;MG
71186886000158;UNIMED SÃO JOÃO NEPOMUCENO COOPERATIVA DE TRABALHO MÉDICO LTDA.;3T;2025;1953651.00;True;327638;Cooperativa Médica;MG
71499792000139;UNIMED VERTENTE DO CAPARAÓ - COOPERATIVA DE TRABALHO MÉDICO LTDA;1T;2025;106994.00;True;317896;Cooperativa Médica;MG
71499792000139;UNIMED VERTENTE DO CAPARAÓ - COOPERATIVA DE TRABALHO MÉDICO LTDA;2T;2025;78556.00;True;317896;Cooperativa Médica;MG
71499792000139;UNIMED VERTENTE DO CAPARAÓ - COOPERATIVA DE TRABALHO MÉDICO LTDA;3T;2025;5566678.00;True;317896;Cooperativa Médica;MG
71559272000174;ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE;1T;2025;491758.00;True;410128;Autogestão;SP
71559272000174;ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE;2T;2025;833469.00;True;410128;Autogestão;SP
71559272000174;ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE;3T;2025;396310.00;True;410128;Autogestão;SP
71565659000133;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE DE ITAPETININGA;1T;2025;76415.00;True;406635;Autogestão;SP
71565659000133;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE DE ITAPETININGA;2T;2025;4500.00;True;406635;Autogestão;SP
71565659000133;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE DE ITAPETININGA;3T;2025;480.00;True;406635;Autogestão;SP
71695746000105;UNIMED DE LINS - COOPERATIVA DE TRABALHOS MÉDICOS;1T;2025;72244.00;True;354279;Cooperativa Médica;SP
71695746000105;UNIMED DE LINS - COOPERATIVA DE TRABALHOS MÉDICOS;2T;2025;1685911.00;True;354279;Cooperativa Médica;SP
71695746000105;UNIMED DE LINS - COOPERATIVA DE TRABALHOS MÉDICOS;3T;2025;321407.00;True;354279;Cooperativa Médica;SP
71753297000104;ASSOCIAÇÃO POLICIAL DE ASSISTENCIA À SAUDE DE SAO JOAO DA BOA VISTA;1T;2025;22963.00;True;408263;Autogestão;SP
71753297000104;ASSOCIAÇÃO POLICIAL DE ASSISTENCIA À SAUDE DE SAO JOAO DA BOA VISTA;2T;2025;397313.00;True;408263;Autogestão;SP
71753297000104;ASSOCIAÇÃO POLICIAL DE ASSISTENCIA À SAUDE DE SAO JOAO DA BOA VISTA;3T;2025;6665.00;True;408263;Autogestão;SP
71925531000133;UNIMED DE BARRETOS COOPERATIVA DE TRABALHO MÉDICO;1T;2025;3021036.00;True;347108;Cooperativa Médica;SP
71925531000133;UNIMED DE BARRETOS COOPERATIVA DE TRABALHO MÉDICO;2T;2025;6421196.00;True;347108;Cooperativa Médica;SP
71925531000133;UNIMED DE BARRETOS COOPERATIVA DE TRABALHO MÉDICO;3T;2025;5498445.00;True;347108;Cooperativa Médica;SP
72120124000111;UNIODONTO RS FEDERACAO DAS UNIODONTOS DO RGS LTDA;1T;2025;235756.00;True;305421;Cooperativa odontológica;RS
72120124000111;UNIODONTO RS FEDERACAO DAS UNIODONTOS DO RGS LTDA;2T;2025;246087.00;True;305421;Cooperativa odontológica;RS
72120124000111;UNIODONTO RS FEDERACAO DAS UNIODONTOS DO RGS LTDA;3T;2025;513394.00;True;305421;Cooperativa odontológica;RS
72127210000156;IRMANDADE DA SANTA CASA DE MISERICÓRDIA E MATERNIDADE DONA ZILDA SALVAGNI;1T;2025;220379.00;True;321320;Filantropia;SP
72127210000156;IRMANDADE DA SANTA CASA DE MISERICÓRDIA E MATERNIDADE DONA ZILDA SALVAGNI;2T;2025;85390.00;True;321320;Filantropia;SP
72127210000156;IRMANDADE DA SANTA CASA DE MISERICÓRDIA E MATERNIDADE DONA ZILDA SALVAGNI;3T;2025;1257259.00;True;321320;Filantropia;SP
72234164000194;UNIMED ALTO JACUÍ/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA;1T;2025;39325.00;True;352519;Cooperativa Médica;RS
72234164000194;UNIMED ALTO JACUÍ/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA;2T;2025;269151.00;True;352519;Cooperativa Médica;RS
72234164000194;UNIMED ALTO JACUÍ/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA;3T;2025;1240.00;True;352519;Cooperativa Médica;RS
72350382000194;COOPERATIVA DOS USUÁRIOS DE SERVIÇOS DE SAÚDE DO VALE DO RIO DOS SINOS LTDA;1T;2025;34352.00;True;404241;Autogestão;RS
72350382000194;COOPERATIVA DOS USUÁRIOS DE SERVIÇOS DE SAÚDE DO VALE DO RIO DOS SINOS LTDA;2T;2025;37522.00;True;404241;Autogestão;RS
72350382000194;COOPERATIVA DOS USUÁRIOS DE SERVIÇOS DE SAÚDE DO VALE DO RIO DOS SINOS LTDA;3T;2025;17151.00;True;404241;Autogestão;RS
72547623000190;SANTA CASA DE MISERICÓRDIA DE TUPÃ;1T;2025;2482994.00;True;306045;Filantropia;SP
72547623000190;SANTA CASA DE MISERICÓRDIA DE TUPÃ;2T;2025;56250.00;True;306045;Filantropia;SP
72547623000190;SANTA CASA DE MISERICÓRDIA DE TUPÃ;3T;2025;61710.00;True;306045;Filantropia;SP
72783970000111;UNIMED DE JABOTICABAL COOP. DE TRABALHO MÉDICO;1T;2025;954965.00;True;329886;Cooperativa Médica;SP
72783970000111;UNIMED DE JABOTICABAL COOP. DE TRABALHO MÉDICO;2T;2025;1462366.00;True;329886;Cooperativa Médica;SP
72783970000111;UNIMED DE JABOTICABAL COOP. DE TRABALHO MÉDICO;3T;2025;2789216.00;True;329886;Cooperativa Médica;SP
72916364000127;ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE BARRETOS;1T;2025;32345.00;True;407569;Autogestão;SP
72916364000127;ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE BARRETOS;2T;2025;359705.00;True;407569;Autogestão;SP
72916364000127;ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE BARRETOS;3T;2025;230705.00;True;407569;Autogestão;SP
72918287000144;ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE RIBEIRÃO PRETO (APAS);1T;2025;45861.00;True;408794;Autogestão;SP
72918287000144;ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE RIBEIRÃO PRETO (APAS);2T;2025;696728.00;True;408794;Autogestão;SP
72918287000144;ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE RIBEIRÃO PRETO (APAS);3T;2025;464555.00;True;408794;Autogestão;SP
72957814000120;SANTA CASA DE MISERICÓRDIA DE VOTUPORANGA;1T;2025;367286.00;True;330116;Filantropia;SP
72957814000120;SANTA CASA DE MISERICÓRDIA DE VOTUPORANGA;2T;2025;375390.00;True;330116;Filantropia;SP
72957814000120;SANTA CASA DE MISERICÓRDIA DE VOTUPORANGA;3T;2025;622521.00;True;330116;Filantropia;SP
73162760000179;UNIODONTO DE SÃO JOSÉ DOS CAMPOS COOPERATIVA DE TRABALHO ODONTOLÓGICO;1T;2025;127765.00;True;313751;Cooperativa odontológica;SP
73162760000179;UNIODONTO DE SÃO JOSÉ DOS CAMPOS COOPERATIVA DE TRABALHO ODONTOLÓGICO;2T;2025;259405.00;True;313751;Cooperativa odontológica;SP
73162760000179;UNIODONTO DE SÃO JOSÉ DOS CAMPOS COOPERATIVA DE TRABALHO ODONTOLÓGICO;3T;2025;5264710.00;True;313751;Cooperativa odontológica;SP
73395469000140;CAIXA DE ASSISTENCIA A SAUDE DA UNIVERSIDADE;1T;2025;1146436.00;True;316873;Autogestão;MG
73395469000140;CAIXA DE ASSISTENCIA A SAUDE DA UNIVERSIDADE;2T;2025;1044217.00;True;316873;Autogestão;MG
73395469000140;CAIXA DE ASSISTENCIA A SAUDE DA UNIVERSIDADE;3T;2025;5195423.00;True;316873;Autogestão;MG
73565319000138;ASSOCIACAO CIVIL PRÓ-SAÚDE DOS SERVIDORES DA UNIVERSIDADE ESTADUAL DE PONTA GROSSA;1T;2025;599847.00;True;409634;Medicina de Grupo;PR
73565319000138;ASSOCIACAO CIVIL PRÓ-SAÚDE DOS SERVIDORES DA UNIVERSIDADE ESTADUAL DE PONTA GROSSA;2T;2025;1208820.00;True;409634;Medicina de Grupo;PR
73565319000138;ASSOCIACAO CIVIL PRÓ-SAÚDE DOS SERVIDORES DA UNIVERSIDADE ESTADUAL DE PONTA GROSSA;3T;2025;1974746.00;True;409634;Medicina de Grupo;PR
73809352000166;FUNDAÇÃO SAÚDE ITAÚ;1T;2025;1123529560.00;True;312126;Autogestão;MG
73809352000166;FUNDAÇÃO SAÚDE ITAÚ;2T;2025;18296723.00;True;312126;Autogestão;MG
73809352000166;FUNDAÇÃO SAÚDE ITAÚ;3T;2025;493222376.00;True;312126;Autogestão;MG
73936395000102;UNIMED ENCOSTA DA SERRA/RS SOCIEDADE COOPERATIVA DE SERVIÇOS DE SAÚDE LTDA.;1T;2025;23158.00;True;311715;Cooperativa Médica;RS
73936395000102;UNIMED ENCOSTA DA SERRA/RS SOCIEDADE COOPERATIVA DE SERVIÇOS DE SAÚDE LTDA.;2T;2025;6291598.00;True;311715;Cooperativa Médica;RS
73936395000102;UNIMED ENCOSTA DA SERRA/RS SOCIEDADE COOPERATIVA DE SERVIÇOS DE SAÚDE LTDA.;3T;2025;4458298.00;True;311715;Cooperativa Médica;RS
73967085000155;UNIMED NORTE DO MATO GROSSO COOPERATIVA DE TRABALHO MÉDICO;1T;2025;1268919.00;True;353663;Cooperativa Médica;MT
73967085000155;UNIMED NORTE DO MATO GROSSO COOPERATIVA DE TRABALHO MÉDICO;2T;2025;9044283.00;True;353663;Cooperativa Médica;MT
73967085000155;UNIMED NORTE DO MATO GROSSO COOPERATIVA DE TRABALHO MÉDICO;3T;2025;15387896.00;True;353663;Cooperativa Médica;MT
74466137000172;UNIMED DE GUARULHOS COOPERATIVA DE TRABALHO MÉDICO;1T;2025;14641959.00;True;333051;Cooperativa Médica;SP
74466137000172;UNIMED DE GUARULHOS COOPERATIVA DE TRABALHO MÉDICO;2T;2025;5523741.00;True;333051;Cooperativa Médica;SP
74466137000172;UNIMED DE GUARULHOS COOPERATIVA DE TRABALHO MÉDICO;3T;2025;18598532.00;True;333051;Cooperativa Médica;SP
74521188000150;UNIMED DE SÃO ROQUE - COOPERATIVA DE TRABALHO MÉDICO;1T;2025;2835418.00;True;318388;Cooperativa Médica;SP
74521188000150;UNIMED DE SÃO ROQUE - COOPERATIVA DE TRABALHO MÉDICO;2T;2025;15875.00;True;318388;Cooperativa Médica;SP
74521188000150;UNIMED DE SÃO ROQUE - COOPERATIVA DE TRABALHO MÉDICO;3T;2025;328596.00;True;318388;Cooperativa Médica;SP
75003525000180;UNIMED DE PARANAGUÁ COOPERATIVA DE TRABALHO MÉDICO;1T;2025;3552911.00;True;361615;Cooperativa Médica;PR
75003525000180;UNIMED DE PARANAGUÁ COOPERATIVA DE TRABALHO MÉDICO;2T;2025;2046783.00;True;361615;Cooperativa Médica;PR
75003525000180;UNIMED DE PARANAGUÁ COOPERATIVA DE TRABALHO MÉDICO;3T;2025;7729170.00;True;361615;Cooperativa Médica;PR
75054940000162;FUNDAÇÃO COPEL DE PREVIDÊNCIA E ASSISTÊNCIA SOCIAL;1T;2025;832953.00;True;355151;Autogestão;PR
75054940000162;FUNDAÇÃO COPEL DE PREVIDÊNCIA E ASSISTÊNCIA SOCIAL;2T;2025;861900.00;True;355151;Autogestão;PR
75054940000162;FUNDAÇÃO COPEL DE PREVIDÊNCIA E ASSISTÊNCIA SOCIAL;3T;2025;19500.00;True;355151;Autogestão;PR
75055772000120;UNIMED CURITIBA - SOCIEDADE COOPERATIVA DE MÉDICOS;1T;2025;9803448.00;True;304701;Cooperativa Médica;PR
75055772000120;UNIMED CURITIBA - SOCIEDADE COOPERATIVA DE MÉDICOS;2T;2025;40710897.00;True;304701;Cooperativa Médica;PR
75055772000120;UNIMED CURITIBA - SOCIEDADE COOPERATIVA DE MÉDICOS;3T;2025;1189613.00;True;304701;Cooperativa Médica;PR
75222224000147;UNIMED DE LONDRINA COOPERATIVA DE TRABALHO MÉDICO;1T;2025;13708478.00;True;343269;Cooperativa Médica;PR
75222224000147;UNIMED DE LONDRINA COOPERATIVA DE TRABALHO MÉDICO;2T;2025;52552964.00;True;343269;Cooperativa Médica;PR
75222224000147;UNIMED DE LONDRINA COOPERATIVA DE TRABALHO MÉDICO;3T;2025;1513657.00;True;343269;Cooperativa Médica;PR
76590884000143;UNIMED DO ESTADO DE SANTA CATARINA FED. EST. DAS COOP. MÉD.;1T;2025;972404.00;True;355691;Cooperativa Médica;SC
76590884000143;UNIMED DO ESTADO DE SANTA CATARINA FED. EST. DAS COOP. MÉD.;2T;2025;43032330.00;True;355691;Cooperativa Médica;SC
76590884000143;UNIMED DO ESTADO DE SANTA CATARINA FED. EST. DAS COOP. MÉD.;3T;2025;43100735.00;True;355691;Cooperativa Médica;SC
76767219000182;UNIMED REGIONAL MARINGÁ COOP.DE TRABALHO MÉDICO;1T;2025;68823.00;True;371254;Cooperativa Médica;PR
76767219000182;UNIMED REGIONAL MARINGÁ COOP.DE TRABALHO MÉDICO;2T;2025;18092284.00;True;371254;Cooperativa Médica;PR
76767219000182;UNIMED REGIONAL MARINGÁ COOP.DE TRABALHO MÉDICO;3T;2025;3851780.00;True;371254;Cooperativa Médica;PR
76882612000117;CLINIPAM CLINICA PARANAENSE DE ASSISTENCIA MEDICA LTDA;1T;2025;1204207.00;True;340782;Medicina de Grupo;CE
76882612000117;CLINIPAM CLINICA PARANAENSE DE ASSISTENCIA MEDICA LTDA;2T;2025;513319.00;True;340782;Medicina de Grupo;CE
76882612000117;CLINIPAM CLINICA PARANAENSE DE ASSISTENCIA MEDICA LTDA;3T;2025;29061.00;True;340782;Medicina de Grupo;CE
77375897000162;FUNDAÇÃO SANEPAR DE ASSISTÊNCIA SOCIAL;1T;2025;64049213.00;True;338648;Autogestão;PR
77375897000162;FUNDAÇÃO SANEPAR DE ASSISTÊNCIA SOCIAL;2T;2025;17595.00;True;338648;Autogestão;PR
77375897000162;FUNDAÇÃO SANEPAR DE ASSISTÊNCIA SOCIAL;3T;2025;372368.00;True;338648;Autogestão;PR
77781706000162;UNIMED PONTA GROSSA COOPERATIVA DE TRABALHO MEDICO;1T;2025;21457.00;True;349712;Cooperativa Médica;PR
77781706000162;UNIMED PONTA GROSSA COOPERATIVA DE TRABALHO MEDICO;2T;2025;37828541.00;True;349712;Cooperativa Médica;PR
77781706000162;UNIMED PONTA GROSSA COOPERATIVA DE TRABALHO MEDICO;3T;2025;2852779.00;True;349712;Cooperativa Médica;PR
77858611000108;UNIMED GRANDE FLORIANÓPOLIS-COOPERATIVA DE TRABALHO MEDICO;1T;2025;8715419.00;True;360449;Cooperativa Médica;SC
77858611000108;UNIMED GRANDE FLORIANÓPOLIS-COOPERATIVA DE TRABALHO MEDICO;2T;2025;34224271.00;True;360449;Cooperativa Médica;SC
77858611000108;UNIMED GRANDE FLORIANÓPOLIS-COOPERATIVA DE TRABALHO MEDICO;3T;2025;1760515.00;True;360449;Cooperativa Médica;SC
77893469000121;HOSPITAL DE CARIDADE SÃO VICENTE DE PAULO;1T;2025;327685.00;True;420930;Filantropia;PR
77893469000121;HOSPITAL DE CARIDADE SÃO VICENTE DE PAULO;2T;2025;355535.00;True;420930;Filantropia;PR
77893469000121;HOSPITAL DE CARIDADE SÃO VICENTE DE PAULO;3T;2025;355535.00;True;420930;Filantropia;PR
78044815000160;UNIMED GUARAPUAVA COOPERATIVA DE TRABALHO MÉDICO;1T;2025;337352.00;True;322571;Cooperativa Médica;PR
78044815000160;UNIMED GUARAPUAVA COOPERATIVA DE TRABALHO MÉDICO;2T;2025;208683.00;True;322571;Cooperativa Médica;PR
78044815000160;UNIMED GUARAPUAVA COOPERATIVA DE TRABALHO MÉDICO;3T;2025;665482.00;True;322571;Cooperativa Médica;PR
78304672000188;CAIXA BENEFICENTE DOS FUNCIONÁRIOS DO GRUPO IGUAÇU;1T;2025;525.00;True;414026;Autogestão;PR
78304672000188;CAIXA BENEFICENTE DOS FUNCIONÁRIOS DO GRUPO IGUAÇU;2T;2025;119627.00;True;414026;Autogestão;PR
78304672000188;CAIXA BENEFICENTE DOS FUNCIONÁRIOS DO GRUPO IGUAÇU;3T;2025;360721.00;True;414026;Autogestão;PR
78339439000130;UNIMED DO ESTADO DO PARANÁ FEDERAÇÃO ESTADUAL DAS COOPERATIVAS MÉDICAS;1T;2025;1865779.00;True;312720;Cooperativa Médica;PR
78339439000130;UNIMED DO ESTADO DO PARANÁ FEDERAÇÃO ESTADUAL DAS COOPERATIVAS MÉDICAS;2T;2025;21336812.00;True;312720;Cooperativa Médica;PR
78339439000130;UNIMED DO ESTADO DO PARANÁ FEDERAÇÃO ESTADUAL DAS COOPERATIVAS MÉDICAS;3T;2025;12317044.00;True;312720;Cooperativa Médica;PR
78420783000150;UNIMED OESTE DO PARANA - COOPERATIVA DE TRABALHO MEDICO;1T;2025;1639113.00;True;305227;Cooperativa Médica;PR
78420783000150;UNIMED OESTE DO PARANA - COOPERATIVA DE TRABALHO MEDICO;2T;2025;3524454.00;True;305227;Cooperativa Médica;PR
78420783000150;UNIMED OESTE DO PARANA - COOPERATIVA DE TRABALHO MEDICO;3T;2025;12137014.00;True;305227;Cooperativa Médica;PR
78613841000161;ASSOCIAÇÃO EVANGELICA BENEFICENTE DE LONDRINA;1T;2025;15819587.00;True;326755;Filantropia;PR
78613841000161;ASSOCIAÇÃO EVANGELICA BENEFICENTE DE LONDRINA;2T;2025;4046170.00;True;326755;Filantropia;PR
78613841000161;ASSOCIAÇÃO EVANGELICA BENEFICENTE DE LONDRINA;3T;2025;417396.00;True;326755;Filantropia;PR
78738101000151;DENTAL UNI - COOPERATIVA ODONTOLÓGICA;1T;2025;20000.00;True;304484;Cooperativa odontológica;PR
78931391000155;UNIMED COSTA OESTE - COOPERATIVA DE TRABALHO MÉDICO;1T;2025;990142.00;True;371106;Cooperativa Médica;PR
78931391000155;UNIMED COSTA OESTE - COOPERATIVA DE TRABALHO MÉDICO;2T;2025;1177116.00;True;371106;Cooperativa Médica;PR
78931391000155;UNIMED COSTA OESTE - COOPERATIVA DE TRABALHO MÉDICO;3T;2025;68304.00;True;371106;Cooperativa Médica;PR
78953023000108;UNIMED NORTE PIONEIRO - COOPERATIVA DE TRABALHO MÉDICO;1T;2025;535789.00;True;366064;Cooperativa Médica;PR
78953023000108;UNIMED NORTE PIONEIRO - COOPERATIVA DE TRABALHO MÉDICO;2T;2025;2950008.00;True;366064;Cooperativa Médica;PR
78953023000108;UNIMED NORTE PIONEIRO - COOPERATIVA DE TRABALHO MÉDICO;3T;2025;3624559.00;True;366064;Cooperativa Médica;PR
79115762000193;IRMANDADE SANTA CASA DE MISERICÓRDIA DE MARINGÁ;1T;2025;1238938.00;True;336831;Filantropia;PR
79115762000193;IRMANDADE SANTA CASA DE MISERICÓRDIA DE MARINGÁ;2T;2025;65328.00;True;336831;Filantropia;PR
79115762000193;IRMANDADE SANTA CASA DE MISERICÓRDIA DE MARINGÁ;3T;2025;308793.00;True;336831;Filantropia;PR
79831608000118;SIM - CAIXA DE ASSISTÊNCIA À SAÚDE;1T;2025;3115554.00;True;356476;Autogestão;SC
79831608000118;SIM - CAIXA DE ASSISTÊNCIA À SAÚDE;2T;2025;871709.00;True;356476;Autogestão;SC
79831608000118;SIM - CAIXA DE ASSISTÊNCIA À SAÚDE;3T;2025;329501.00;True;356476;Autogestão;SC
80297161000128;UNIMED NORTE DO PARANÁ COOPERATIVA REGIONAL DE TRABALHO MÉDICO;1T;2025;1754145.00;True;358282;Cooperativa Médica;PR
80297161000128;UNIMED NORTE DO PARANÁ COOPERATIVA REGIONAL DE TRABALHO MÉDICO;2T;2025;120947.00;True;358282;Cooperativa Médica;PR
80297161000128;UNIMED NORTE DO PARANÁ COOPERATIVA REGIONAL DE TRABALHO MÉDICO;3T;2025;9509790.00;True;358282;Cooperativa Médica;PR
80525652000189;UNIMED VALE DO PIQUIRI-COOPERATIVA DE TRABALHO MÉDICO VALE DO PIQUIRI ;1T;2025;29215.00;True;308811;Cooperativa Médica;PR
80525652000189;UNIMED VALE DO PIQUIRI-COOPERATIVA DE TRABALHO MÉDICO VALE DO PIQUIRI ;2T;2025;988910.00;True;308811;Cooperativa Médica;PR
80525652000189;UNIMED VALE DO PIQUIRI-COOPERATIVA DE TRABALHO MÉDICO VALE DO PIQUIRI ;3T;2025;54276.00;True;308811;Cooperativa Médica;PR
80653975000158;UNIMED EXTREMO OESTE CATARINENSE COOPERATIVA DE TRABALHO MÉDICO;1T;2025;2573714.00;True;340251;Cooperativa Médica;SC
80653975000158;UNIMED EXTREMO OESTE CATARINENSE COOPERATIVA DE TRABALHO MÉDICO;2T;2025;5063804.00;True;340251;Cooperativa Médica;SC
